UserID,SegmentID,Start,End,# Interactions,# Documents Opened,Opened Documents,OpenDuration,# Documents Read,Read Documents,ReadDuration,# Documents Dragged,Dragged Documents,DraggingDuration,Most Read Document,# Highlighted,Highlighted Words,HighlightingDuration,# Searched,Searched Words,SearchDuration
1,1,0,98.7,2,1,['TerroristActivity 52'],363.9,0,[],0,0,[],0,NA,0,[],0,1,['terrorist'],1
1,2,98.7,266.2,4,1,['TerroristActivity 65'],49.9,3,['TerroristActivity 52'],128.3,0,[],0,TerroristActivity 52,0,[],0,0,[],0
1,3,266.2,319.4,1,1,['TerroristActivity 98'],127.3,0,[],0,0,[],0,NA,0,[],0,0,[],0
1,4,319.4,361.5,4,1,['TerroristActivity 103'],86.7,1,['TerroristActivity 98'],0.7,2,['TerroristActivity 98'],37.7,TerroristActivity 98,0,[],0,0,[],0
1,5,361.5,458.9,15,1,['TerroristActivity 65'],17.5,12,"['TerroristActivity 103' 'TerroristActivity 52' 'TerroristActivity 65'
'TerroristActivity 98']",53.8,1,['TerroristActivity 52'],2.8,TerroristActivity 98,0,[],0,1,['Vastopolis'],1
1,6,458.9,501,4,1,['TerroristActivity 15'],125.4,0,[],0,3,['TerroristActivity 1' 'TerroristActivity 52'],7.6,NA,0,[],0,0,[],0
1,7,501,815,16,3,['TerroristActivity 46' 'TerroristActivity 51' 'TerroristActivity 55'],195.4,5,['TerroristActivity 15' 'TerroristActivity 51' 'TerroristActivity 55'],118.2,6,"['TerroristActivity 1' 'TerroristActivity 15' 'TerroristActivity 46'
'TerroristActivity 51']",10.2,TerroristActivity 15,2,"['But even the tightest U.S. security is weaker than those at major airports like Vastopolis Airport for example', 'Johnetta Seaton']",2,0,[],0
1,8,815,850.5,3,0,[],0,2,['TerroristActivity 55'],34.5,0,[],0,TerroristActivity 55,1,"[""That's 44 inches short of the world record, held by 30-year-old Raquel Roy of the U.S., who is also a member of the American squad in Atlanta. A silver medalist at the Seoul Games in 1988, Mr. Roy won the shot put in the Games trials and is probably competing in his last Games, a factor that could produce a heated competition""]",1,0,[],0
1,9,850.5,858.5,2,1,['TerroristActivity 80'],49.2,0,[],0,1,['TerroristActivity 55'],0.9,NA,0,[],0,0,[],0
1,10,858.5,1041.2,12,3,['TerroristActivity 126' 'TerroristActivity 133' 'TerroristActivity 149'],108.1,7,['TerroristActivity 133' 'TerroristActivity 149' 'TerroristActivity 80'],148,1,['TerroristActivity 80'],2,TerroristActivity 80,0,[],0,1,['threats'],1
1,11,1041.2,1094.8,5,2,['TerroristActivity 123' 'TerroristActivity 133'],44.2,1,['TerroristActivity 123'],0.5,2,['TerroristActivity 123'],2.8,TerroristActivity 123,0,[],0,0,[],0
1,12,1094.8,1099,1,1,['TerroristActivity 78'],26.4,0,[],0,0,[],0,NA,0,[],0,0,[],0
1,13,1099,1161.3,3,1,['TerroristActivity 7'],23.2,0,[],0,1,['TerroristActivity 7'],9.1,NA,0,[],0,1,['terrorist'],1
1,14,1161.3,1171.7,1,1,['TerroristActivity 78'],38.6,0,[],0,0,[],0,NA,0,[],0,0,[],0
1,15,1171.7,1214.1,9,1,['TerroristActivity 53'],141.3,6,['TerroristActivity 78'],25.9,1,['TerroristActivity 78'],0.8,TerroristActivity 78,0,[],0,1,['bomb'],1
1,16,1214.1,1644.9,34,5,"['TerroristActivity 45' 'TerroristActivity 53' 'TerroristActivity 59'
'TerroristActivity 73' 'TerroristActivity 78']",450.2,20,['TerroristActivity 45' 'TerroristActivity 53' 'TerroristActivity 59'],200.2,5,['TerroristActivity 45' 'TerroristActivity 53' 'TerroristActivity 59'],7.4,TerroristActivity 59,4,"['Smogtown, two men with enough material to construct several explosive devices were apprehended before the devices were completed.', ' Psychobrotherhood', ' The bomb was slipped through airport security inside a briefcase, and exploded near a telephone booth by the main departure lounge, investigators told the official Pakistani news agency. It blew up as Pakistan International Airlines Flight 315 was leaving', 'Prime Minister Brooks Rupe has accused of orchestrating the bombing spree in a bid to destabilizemost populous province.']",4,0,[],0
1,17,1644.9,1840.2,10,1,['TerroristActivity 93'],235.1,6,['TerroristActivity 73'],116.6,3,['TerroristActivity 73'],4.2,TerroristActivity 73,0,[],0,0,[],0
1,18,1840.2,2699.2,29,6,"['TerroristActivity 103' 'TerroristActivity 109' 'TerroristActivity 112'
'TerroristActivity 122' 'TerroristActivity 143']",701.7,13,"['TerroristActivity 103' 'TerroristActivity 109' 'TerroristActivity 112'
'TerroristActivity 122' 'TerroristActivity 93']",271.1,8,['TerroristActivity 103' 'TerroristActivity 122' 'TerroristActivity 93'],11.2,TerroristActivity 103,2,"[""he commercial jets targeted for destruction were owned by companies such as Delta Air Lines, Northwest Air Lines and UAL Corp.'s United Airlines unit."", "" key source told the Post that staffers from a company used by Antarctica Airlines to service planes at had reported the so-called mystery man to investigators. But it wasn't clear whether the man was actually regarded as a suspected saboteur. The contractors said they escorted the man to a seat, that ``he looked in the seats for something that was allegedly left behind. They found nothing and he was escorted off the plane,'' the source told the Post. ``There's no indication the man did anything,'' the source added.""]",2,0,[],0
1,19,2699.2,2814.8,6,1,['TerroristActivity 137'],49.9,3,['TerroristActivity 143'],2.6,2,['TerroristActivity 143'],2,TerroristActivity 143,0,[],0,0,[],0
1,20,2814.8,3161.7,39,14,"['TerroristActivity 100' 'TerroristActivity 102' 'TerroristActivity 110'
'TerroristActivity 111' 'TerroristActivity 132' 'TerroristActivity 133'
'TerroristActivity 151' 'TerroristActivity 52' 'TerroristActivity 60'
'TerroristActivity 67' 'TerroristActivity 75' 'TerroristActivity 78'
'TerroristActivity 84']",540,13,"['TerroristActivity 137' 'TerroristActivity 52' 'TerroristActivity 60'
'TerroristActivity 67' 'TerroristActivity 75']",99.5,8,"['TerroristActivity 151' 'TerroristActivity 52' 'TerroristActivity 60'
'TerroristActivity 67' 'TerroristActivity 78']",12.7,TerroristActivity 52,0,[],0,4,"['DHS', 'Network of Dread', 'Washington', 'Bruno Eggleston']",4
1,21,3161.7,3183.4,4,1,['TerroristActivity 53'],44,2,['TerroristActivity 52'],17.1,0,[],0,TerroristActivity 52,0,[],0,1,['Eggleston'],1
1,22,3183.4,3209.4,3,1,['TerroristActivity 98'],15.6,0,[],0,0,[],0,NA,0,[],0,2,"['Vastopolis Center', 'Smogtown']",2
1,23,3209.4,3227.5,1,0,[],0,1,['TerroristActivity 98'],3.9,0,[],0,TerroristActivity 98,0,[],0,0,[],0
1,24,3227.5,3234.6,2,1,['TerroristActivity 59'],45.5,0,[],0,1,['TerroristActivity 53'],1.3,NA,0,[],0,0,[],0
1,25,3234.6,3284.3,4,1,['TerroristActivity 122'],37.2,0,[],0,0,[],0,NA,0,[],0,3,"['Brooks Rupe', 'destabilizemost', 'destabilize']",3
1,26,3284.3,3330.7,13,2,['TerroristActivity 4' 'TerroristActivity 78'],287.1,5,['TerroristActivity 78'],17.2,3,['TerroristActivity 78'],3.1,TerroristActivity 78,0,[],0,3,"['Antarctica Airlines Flight', 'terrorist attack', 'target']",3
1,27,3330.7,3349.4,2,1,['TerroristActivity 12'],18.4,1,['TerroristActivity 4'],7.8,0,[],0,TerroristActivity 4,0,[],0,0,[],0
1,28,3349.4,3466.7,9,2,['TerroristActivity 63' 'TerroristActivity 67'],281.7,6,['TerroristActivity 12' 'TerroristActivity 63'],106.2,0,[],0,TerroristActivity 63,0,[],0,1,['ValuJet'],1
1,29,3466.7,3522.5,8,0,[],0,7,['TerroristActivity 63' 'TerroristActivity 67' 'TerroristActivity 78'],47.7,1,['TerroristActivity 78'],1.2,TerroristActivity 67,0,[],0,0,[],0
1,30,3522.5,3575.9,17,1,['TerroristActivity 92'],24.7,13,['TerroristActivity 63' 'TerroristActivity 67' 'TerroristActivity 78'],12.2,2,['TerroristActivity 63' 'TerroristActivity 67'],2.8,TerroristActivity 78,0,[],0,1,['threat'],1
1,31,3575.9,3594.5,3,0,[],0,2,['TerroristActivity 92'],5.8,0,[],0,TerroristActivity 92,0,[],0,1,['airport'],1
1,32,3594.5,3603.5,3,1,['TerroristActivity 151'],12.7,2,['TerroristActivity 92'],1.5,0,[],0,TerroristActivity 92,0,[],0,0,[],0
1,33,3603.5,3618.4,3,1,['TerroristActivity 150'],25.6,2,['TerroristActivity 151'],10.9,0,[],0,TerroristActivity 151,0,[],0,0,[],0
1,34,3618.4,3667.6,6,1,['TerroristActivity 26'],23.1,3,['TerroristActivity 150' 'TerroristActivity 26'],36.1,1,['TerroristActivity 26'],1.2,TerroristActivity 26,0,[],0,1,['airline'],1
1,35,3667.6,3673.1,1,1,['TerroristActivity 35'],1,0,[],0,0,[],0,NA,0,[],0,0,[],0
1,36,3673.1,3804.9,7,3,['TerroristActivity 53' 'TerroristActivity 78'],29.8,0,[],0,1,['TerroristActivity 78'],1.1,NA,0,[],0,3,"['explosivews', 'explosives', 'brotherhood']",3
1,37,3804.9,3838.7,5,1,['TerroristActivity 120'],3,0,[],0,0,[],0,NA,0,[],0,4,"['Psycho<span class=""highlight-pink"">brotherhood</span>', 'Psychobrotherhood', 'explosive devices', 'devices']",4
1,38,3838.7,3850.1,3,0,[],0,1,['TerroristActivity 120'],0.5,1,['TerroristActivity 120'],2.1,TerroristActivity 120,0,[],0,1,['materials'],1
